"Absolute_Pressure","Aspect_Ratio","Courant_Number","Density","Dynamic_Viscosity","Mesh_Expansion_Factor","Orthogonality_Angle","P_Mass.Residual","Points:0","Points:1","Points:2","Pressure","Pressure.Gradient:0","Pressure.Gradient:1","Pressure.Gradient:2","Real_Partition_Number","Shear_Strain_Rate","Specific_Volume","Total_Pressure","U_Mom.Residual","V_Mom.Residual","Velocity:0","Velocity:1","Velocity:2","Velocity_u.Beta","Velocity_u.Gradient:0","Velocity_u.Gradient:1","Velocity_u.Gradient:2","Velocity_v.Beta","Velocity_v.Gradient:0","Velocity_v.Gradient:1","Velocity_v.Gradient:2","Velocity_w.Beta","Velocity_w.Gradient:0","Velocity_w.Gradient:1","Velocity_w.Gradient:2","Volume_Porosity","Volume_of_Finite_Volumes","W_Mom.Residual","Wall_Shear:0","Wall_Shear:1","Wall_Shear:2"
7.9774,6.5639,0.042785,1,0.0021569,1.004,1.2968,-7.4753e-11,-3.0982,1,0,7.9774,-0.028538,-0.00019678,1.6941e-21,1,8.1153,1,7.9774,1.5047e-11,5.048e-11,0,0,0,0.053635,-0.0016071,-8.1156,1.7347e-18,0.99869,-1.7187e-05,0.0018236,2.1176e-21,0.96853,0,0,-2.2801e-12,1,3.6949e-06,-4.1742e-24,0.017732,2.0748e-07,4.5946e-23
7.976,6.6025,0.042373,1,0.0021569,1.004,1.2901,-7.437e-11,-3.0479,1,0,7.976,-0.028022,-0.00023017,1.6941e-21,1,8.1071,1,7.976,8.8639e-12,4.4189e-11,0,0,0,0.054086,-0.0018174,-8.1075,0,0.99842,-1.6364e-05,0.002051,2.1176e-21,0.96907,0,0,-2.2594e-12,1,3.6653e-06,-3.8041e-24,0.017708,2.0721e-07,4.7936e-23
7.9746,6.6411,0.041955,1,0.0021569,1.0041,1.2833,-7.4067e-11,-2.9976,1,0,7.9746,-0.027469,-0.00026575,0,1,8.0975,1,7.9746,3.2784e-12,3.6467e-11,0,0,0,0.05456,-0.0020367,-8.0979,0,0.99812,-1.7936e-05,0.0022867,2.1176e-21,0.96962,1.0588e-22,0,-2.2384e-12,1,3.6358e-06,-4.4051e-24,0.017681,2.0689e-07,3.6563e-23
7.9732,6.6799,0.041532,1,0.0021569,1.0041,1.2764,-7.2284e-11,-2.9474,1,0,7.9732,-0.026879,-0.00030449,1.6941e-21,1,8.0864,1,7.9732,-4.286e-12,2.7503e-11,0,0,0,0.05506,-0.002277,-8.0868,0,0.99774,-2.1365e-05,0.0025504,2.1176e-21,0.97017,1.0588e-22,0,-2.2169e-12,1,3.6062e-06,-5.5508e-24,0.017651,2.0653e-07,5.8879e-23
7.9719,6.7187,0.041101,1,0.0021569,1.0041,1.2694,-6.7353e-11,-2.8971,1,0,7.9719,-0.026239,-0.00034749,1.6941e-21,1,8.0736,1,7.9719,-1.356e-11,1.5846e-11,0,0,0,0.055583,-0.0025474,-8.074,0,0.99725,-2.5279e-05,0.0028551,2.1176e-21,0.97073,0,0,-2.1951e-12,1,3.5766e-06,-5.7111e-24,0.017616,2.0613e-07,4.2461e-23
7.9706,6.7576,0.040661,1,0.0021569,1.0042,1.2624,-5.9446e-11,-2.8468,1,0,7.9706,-0.025535,-0.00039567,1.6941e-21,1,8.0588,1,7.9706,-2.0323e-11,-5.4532e-13,0,0,0,0.056129,-0.0028517,-8.0593,1.7347e-18,0.99662,-2.8488e-05,0.0032024,2.1176e-21,0.97129,-2.1176e-22,0,-2.1727e-12,1,3.547e-06,-4.3243e-24,0.017577,2.0567e-07,-1.7845e-23
7.9693,6.7966,0.040209,1,0.0021569,1.0042,1.2552,-4.7016e-11,-2.7965,1,0,7.9693,-0.024753,-0.00044959,1.6941e-21,1,8.0418,1,7.9693,-2.0669e-11,-2.237e-11,0,0,0,0.056698,-0.0031891,-8.0424,0,0.99586,-3.0887e-05,0.003587,2.1176e-21,0.97187,-2.1176e-22,0,-2.1497e-12,1,3.5174e-06,-2.3942e-24,0.017533,2.0515e-07,-2.1274e-23
7.9681,6.8356,0.039744,1,0.0021569,1.0043,1.248,-2.8715e-11,-2.7462,1,0,7.9681,-0.023884,-0.00050934,1.6941e-21,1,8.0225,1,7.9681,-1.403e-11,-4.872e-11,0,0,0,0.057293,-0.0035566,-8.0231,0,0.99497,-3.2749e-05,0.0040044,2.5411e-21,0.97245,0,0,-2.1262e-12,1,3.4878e-06,-7.9229e-25,0.017483,2.0457e-07,-5.6172e-23
7.9669,6.8747,0.039265,1,0.0021569,1.0043,1.2407,-5.9118e-12,-2.6959,1,0,7.9669,-0.022923,-0.00057478,0,1,8.0005,1,7.9669,-7.2394e-13,-7.9082e-11,0,0,0,0.057919,-0.0039509,-8.0012,0,0.99396,-3.4001e-05,0.0044495,2.5411e-21,0.97304,-2.1176e-22,0,-2.102e-12,1,3.4582e-06,5.8058e-25,0.017426,2.0391e-07,-1.4716e-22
7.9658,6.9138,0.038773,1,0.0021569,1.0043,1.2333,2.0489e-11,-2.6456,1,0,7.9658,-0.021866,-0.00064612,0,1,7.9757,1,7.9658,1.9434e-11,-1.1318e-10,0,0,0,0.058581,-0.0043722,-7.9765,0,0.99282,-3.5488e-05,0.0049194,3.3881e-21,0.97365,0,0,-2.0771e-12,1,3.4286e-06,2.9162e-24,0.017363,2.0317e-07,-1.3078e-22
7.9648,6.9529,0.038267,1,0.0021569,1.0044,1.2258,5.0509e-11,-2.5953,1,0,7.9648,-0.020712,-0.00072426,0,1,7.9478,1,7.9648,4.6317e-11,-1.5028e-10,0,0,0,0.059286,-0.0048274,-7.9486,0,0.99152,-3.8824e-05,0.0054249,3.3881e-21,0.97426,-4.2352e-22,0,-2.0514e-12,1,3.399e-06,6.5256e-24,0.017293,2.0234e-07,-5.0681e-23
7.9637,6.9921,0.037747,1,0.0021569,1.0044,1.2182,8.47e-11,-2.5451,1,0,7.9637,-0.019452,-0.00081053,-1.6941e-21,1,7.9164,1,7.9637,7.9912e-11,-1.8946e-10,0,0,0,0.060039,-0.0053259,-7.9173,0,0.98994,-4.3979e-05,0.0059861,3.3881e-21,0.97489,-4.2352e-22,0,-2.0249e-12,1,3.3694e-06,1.003e-23,0.017214,2.0142e-07,1.1045e-23
7.9628,7.0312,0.037209,1,0.0021569,1.0044,1.2105,1.2294e-10,-2.4948,1,0,7.9628,-0.018073,-0.00090583,0,1,7.8812,1,7.9628,1.2064e-10,-2.304e-10,0,0,0,0.060845,-0.0058689,-7.8822,0,0.988,-4.8987e-05,0.006612,4.2352e-21,0.97553,0,0,-1.9976e-12,1,3.3399e-06,1.2788e-23,0.017126,2.004e-07,4.5443e-23
7.9619,7.0703,0.036651,1,0.0021569,1.0045,1.2028,1.642e-10,-2.4445,1,0,7.9619,-0.016573,-0.0010093,-1.6941e-21,1,7.8419,1,7.9619,1.6862e-10,-2.7328e-10,0,0,0,0.061718,-0.006441,-7.8429,0,0.98576,-5.1538e-05,0.0072879,4.2352e-21,0.97619,-4.2352e-22,0,-1.9692e-12,1,3.3103e-06,1.5563e-23,0.017029,1.9926e-07,7.2688e-25
7.9611,7.1093,0.03607,1,0.0021569,1.0045,1.1949,2.0811e-10,-2.3942,1,0,7.9611,-0.014972,-0.001117,-2.5411e-21,1,7.7982,1,7.9611,2.227e-10,-3.1784e-10,0,0,0,0.062679,-0.0070066,-7.7992,0,0.98338,-4.9334e-05,0.0079731,5.0822e-21,0.97686,-4.2352e-22,0,-1.94e-12,1,3.2807e-06,2.0232e-23,0.016922,1.98e-07,-5.0061e-23
7.9604,7.1483,0.035467,1,0.0021569,1.0046,1.187,2.5367e-10,-2.3439,1,0,7.9604,-0.013343,-0.0012227,-2.5411e-21,1,7.75,1,7.9604,2.8008e-10,-3.6211e-10,0,0,0,0.063767,-0.0075133,-7.7511,8.6736e-19,0.98122,-3.9178e-05,0.0086,5.0822e-21,0.97755,-4.2352e-22,0,-1.9098e-12,1,3.2511e-06,2.7164e-23,0.016805,1.9664e-07,-6.2366e-23
7.9598,7.1872,0.034845,1,0.0021569,1.0046,1.1789,3.0033e-10,-2.2936,1,0,7.9598,-0.01182,-0.0013212,-5.0822e-21,1,7.6976,1,7.9598,3.3631e-10,-4.0404e-10,0,0,0,0.065036,-0.0079182,-7.6986,0,0.97987,-2.0745e-05,0.0090831,5.0822e-21,0.97824,-4.2352e-22,0,-1.8791e-12,1,3.2215e-06,3.5238e-23,0.01668,1.9517e-07,-1.7997e-22
7.9593,7.226,0.034219,1,0.0021569,1.0046,1.1708,3.4442e-10,-2.2433,1,0,7.9593,-0.010604,-0.0014163,-7.6233e-21,1,7.6409,1,7.9593,3.8527e-10,-4.4373e-10,0,0,0,0.066552,-0.0082401,-7.6419,0,0.97968,-7.8361e-06,0.0094012,3.3881e-21,0.97894,-8.4703e-22,0,-1.8478e-12,1,3.1919e-06,4.6588e-23,0.016548,1.9363e-07,-3.0704e-22
7.9587,7.2647,0.033605,1,0.0021569,1.0047,1.1625,3.7861e-10,-2.193,1,0,7.9587,-0.0099121,-0.0015203,-1.0164e-20,1,7.5799,1,7.9587,4.2076e-10,-4.8564e-10,0,0,0,0.068386,-0.0085548,-7.581,8.6736e-19,0.97969,-8.1962e-06,0.0096951,5.0822e-21,0.97963,-3.3881e-21,0,-1.8162e-12,1,3.1623e-06,7.1287e-23,0.016411,1.9203e-07,-2.7638e-22
7.9583,7.2647,0.033485,1,0.0021569,1.0343,1.1542,4.0019e-10,-2.1428,1,0,7.9583,-0.0099328,-0.00165,-1.7788e-20,1,7.5144,1,7.9583,4.3327e-10,-5.3161e-10,0,0,0,0.070602,-0.0089518,-7.5154,0,0.97935,2.5688e-06,0.010051,1.8635e-20,0.98032,-7.6233e-21,0,-1.7843e-12,1,3.0881e-06,1.3131e-22,0.016269,1.9036e-07,-3.9101e-22
7.9578,7.0937,0.034404,1,0.0021569,1.0676,1.1458,4.3071e-10,-2.0939,1,0,7.9578,-0.010828,-0.0018253,-2.6258e-20,1,7.4454,1,7.9578,4.1626e-10,-5.538e-10,0,0,0,0.073209,-0.0094376,-7.4457,0,0.98017,5.3345e-05,0.010282,4.9128e-20,0.981,-7.1998e-21,0,-1.7528e-12,1,2.9265e-06,2.1962e-22,0.016123,1.8865e-07,-6.1023e-22
7.9572,6.7075,0.038499,1,0.0021569,1.233,1.1377,5.54e-10,-2.0479,1,0,7.9572,-0.012645,-0.0021165,-2.7952e-20,1,7.3755,1,7.9572,3.3207e-10,-4.9139e-10,0,0,0,0.076144,-0.010206,-7.375,8.6736e-19,0.98365,-5.6914e-06,0.010424,6.4375e-20,0.98165,4.2352e-21,4.3368e-19,-1.7233e-12,1,2.5521e-06,2.3152e-22,0.01598,1.8698e-07,-6.4756e-22
7.9567,6.616,0.04644,1,0.0021569,1.2169,1.1305,6.5614e-10,-2.0105,1,0,7.9567,-0.015155,-0.002537,-1.3553e-20,1,7.3051,1,7.9567,1.2465e-10,-3.509e-10,0,0,0,0.078919,-0.012372,-7.3058,8.6736e-19,0.97627,-0.00046664,0.01248,3.3881e-20,0.98216,1.5247e-20,0,-1.6959e-12,1,2.0746e-06,1.047e-22,0.01584,1.8534e-07,-5.5896e-22
7.9562,6.6549,0.051516,1,0.0021569,1.0321,1.1246,6.5532e-10,-1.9797,1,0,7.9562,-0.016855,-0.0031275,1.6941e-21,1,7.2288,1,7.9562,-1.0524e-10,-2.3677e-10,0,0,0,0.081058,-0.016961,-7.2316,0,0.93308,-0.00097151,0.018512,-3.3881e-21,0.9826,1.1011e-20,0,-1.6669e-12,1,1.837e-06,3.3574e-24,0.015682,1.8349e-07,1.0338e-23
7.9557,6.694,0.051335,1,0.0021569,1.0029,1.1194,7.7604e-10,-1.9497,1,0,7.9557,-0.015986,-0.0039452,8.4703e-21,1,7.1396,1,7.9557,-1.2647e-10,-2.2195e-10,0,0,0,0.082687,-0.022005,-7.1426,0,0.86426,-0.00074449,0.025585,-1.6941e-20,0.98315,5.0822e-21,0,-1.6336e-12,1,1.8001e-06,-3.0196e-23,0.01548,1.8113e-07,6.4318e-22
7.9552,6.7335,0.04999,1,0.0021569,1.0029,1.1141,9.2124e-10,-1.9197,1,0,7.9552,-0.012766,-0.0045843,8.4703e-21,1,7.0367,1,7.9552,1.3061e-10,-3.6476e-10,0,0,0,0.084872,-0.025232,-7.0384,0,0.83162,-0.0001533,0.029509,-2.3717e-20,0.9838,3.3881e-21,0,-1.5975e-12,1,1.7896e-06,-3.5647e-23,0.015233,1.7825e-07,6.3371e-22
7.9549,6.7735,0.048517,1,0.0021569,1.003,1.1088,1.0598e-09,-1.8897,1,0,7.9549,-0.0084747,-0.0048392,8.4703e-21,1,6.9255,1,7.9549,4.9901e-10,-5.7103e-10,0,0,0,0.088248,-0.026243,-6.9258,0,0.84038,0.00014251,0.029999,-2.7105e-20,0.98451,0,-4.3368e-19,-1.5607e-12,1,1.7791e-06,-3.8032e-23,0.014963,1.7509e-07,4.8818e-22
7.9547,6.814,0.04715,1,0.0021569,1.003,1.1035,1.1675e-09,-1.8597,1,0,7.9547,-0.0041586,-0.0048164,9.3174e-21,1,6.8114,1,7.9547,7.0148e-10,-6.802e-10,0,0,0,0.091904,-0.02598,-6.8111,0,0.85529,0.00012611,0.029195,-2.3717e-20,0.9852,0,0,-1.524e-12,1,1.7686e-06,-3.7367e-23,0.014688,1.7187e-07,4.7157e-22
7.9547,6.855,0.045894,1,0.0021569,1.003,1.0982,1.256e-09,-1.8297,1,0,7.9547,-0.00016566,-0.0047146,1.1858e-20,1,6.6976,1,7.9547,7.6335e-10,-7.0045e-10,0,0,0,0.095808,-0.025345,-6.6971,8.6736e-19,0.86496,6.4488e-05,0.028358,-2.0329e-20,0.98585,0,0,-1.4879e-12,1,1.7581e-06,-4.8262e-23,0.014416,1.6869e-07,-1.2702e-22
7.9548,6.8965,0.044691,1,0.0021569,1.003,1.0928,1.3482e-09,-1.7998,1,0,7.9548,0.0035244,-0.0046351,1.3976e-20,1,6.585,1,7.9548,7.8743e-10,-7.0643e-10,0,0,0,0.099914,-0.024731,-6.5845,0,0.87226,4.1064e-05,0.027686,-1.6941e-20,0.98649,0,0,-1.4525e-12,1,1.7476e-06,-5.5242e-23,0.01415,1.6557e-07,-8.4449e-22
7.9549,6.9385,0.043487,1,0.0021569,1.0016,1.0874,1.4543e-09,-1.7698,1,0,7.9549,0.0069881,-0.0045919,1.6729e-20,1,6.4736,1,7.9549,8.1373e-10,-7.1905e-10,0,0,0,0.10422,-0.024241,-6.4733,0,0.87836,2.7281e-05,0.027157,-1.6941e-20,0.98711,0,0,-1.4178e-12,1,1.7384e-06,-6.66e-23,0.013887,1.625e-07,-2.7058e-22
8.0758,1.248,11.387,1,0.0021569,1.0168,1.5456,-2.6026e-12,-6,0.66912,0,8.0758,-0.14005,-0.0034358,6.0986e-20,1,2.7072,1,9.6443,4.611e-11,4.5092e-10,1.7712,0,0,1,0.036428,-2.712,0,1,0.00088174,0.0029624,-1.6941e-21,1,-8.4703e-21,0,-6.3745e-11,1,2.0688e-05,1.4126e-24,0,0,0
8.0752,1.2293,10.75,1,0.0021569,1.0401,1.5498,7.8046e-12,-6,0.71707,0,8.0752,-0.13075,-0.0066978,5.421e-20,1,3.451,1,9.3919,5.732e-11,3.9155e-10,1.6231,0,0,1,0.040517,-3.4585,0,1,0.00092313,0.0022772,-1.6941e-21,1,-6.7763e-21,0,-5.85e-11,1,2.0062e-05,2.4761e-24,0,0,0
2.957,6.8193,0.40104,1,0.0021569,1.0009,1.5706,4.0679e-11,2.6432,-3.8196e-16,0,2.957,-0.37554,0.0020046,5.421e-20,6,36.654,1,2.957,6.7262e-09,-2.0586e-09,0,0,0,0.031124,-0.0092925,36.654,0,0.98073,-2.4809e-05,0.0105,-1.9821e-19,0.76689,-1.0588e-20,0,-8.2729e-12,1,1.1738e-06,-1.7029e-22,0.081447,4.4355e-07,2.6404e-22
2.9645,6.832,0.40058,1,0.0021569,1.0008,1.5706,6.3024e-12,2.6232,-3.8277e-16,0,2.9645,-0.37566,0.0020234,8.1315e-20,6,36.688,1,2.9645,6.6796e-09,-1.9071e-09,0,0,0,0.031062,-0.0094011,36.688,0,0.98029,-2.4456e-05,0.010622,-1.8127e-19,0.76711,-1.3129e-20,0,-8.2648e-12,1,1.1717e-06,-2.3623e-22,0.081517,4.4393e-07,3.4555e-22
2.9495,6.8067,0.40149,1,0.0021569,1.0009,1.5706,3.3234e-11,2.6632,-3.8114e-16,0,2.9495,-0.37545,0.001982,5.421e-20,6,36.62,1,2.9495,6.7555e-09,-2.1922e-09,0,0,0,0.031188,-0.0091723,36.62,0,0.98119,-2.5073e-05,0.010367,-2.1684e-19,0.76666,-3.8116e-21,0,-8.2811e-12,1,1.176e-06,-1.7168e-22,0.081378,4.4318e-07,2.3062e-22
2.942,6.7941,0.40193,1,0.0021569,1.0009,1.5706,3.6074e-11,2.6832,-3.8033e-16,0,2.942,-0.37538,0.0019577,5.421e-20,6,36.587,1,2.942,6.7757e-09,-2.3362e-09,0,0,0,0.031254,-0.009044,36.587,0,0.98167,-2.6214e-05,0.010226,-2.3209e-19,0.76643,8.4703e-22,0,-8.2894e-12,1,1.1781e-06,-1.6566e-22,0.08131,4.4281e-07,2.572e-22
2.9345,6.7815,0.40239,1,0.0021569,1.0009,1.5706,6.2972e-11,2.7031,-3.7951e-16,0,2.9345,-0.37534,0.0019316,0,6,36.554,1,2.9345,6.8248e-09,-2.4723e-09,0,0,0,0.031321,-0.0089065,36.554,0,0.98219,-2.7856e-05,0.010073,-2.2362e-19,0.7662,1.8211e-20,0,-8.2977e-12,1,1.1803e-06,-1.3024e-22,0.081243,4.4244e-07,3.7608e-22
2.927,6.7691,0.40284,1,0.0021569,1.0009,1.5706,6.7847e-11,2.7231,-3.787e-16,0,2.927,-0.37533,0.001903,0,6,36.522,1,2.927,6.8399e-09,-2.6142e-09,0,0,0,0.03139,-0.0087559,36.522,0,0.98275,-3.0506e-05,0.0099058,-1.7618e-19,0.76597,2.7952e-20,0,-8.3061e-12,1,1.1825e-06,-1.5357e-22,0.081177,4.4208e-07,6.1081e-22
2.9195,6.7566,0.40331,1,0.0021569,1.0009,1.5706,1.0117e-10,2.7431,-3.7788e-16,0,2.9195,-0.37533,0.0018714,-5.421e-20,6,36.49,1,2.9195,6.8426e-09,-2.7786e-09,0,0,0,0.03146,-0.0085847,36.49,0,0.98338,-3.5332e-05,0.0097154,-1.1181e-19,0.76573,2.2023e-20,0,-8.3147e-12,1,1.1847e-06,-1.3748e-22,0.081113,4.4173e-07,8.62e-22
2.912,6.7442,0.40378,1,0.0021569,1.0009,1.5706,1.5865e-10,2.7631,-3.7706e-16,0,2.912,-0.37537,0.0018363,-1.0842e-19,6,36.459,1,2.912,6.8838e-09,-2.9302e-09,0,0,0,0.031533,-0.0083815,36.459,0,0.98415,-4.2949e-05,0.0094889,-3.5575e-20,0.76549,2.287e-20,0,-8.3233e-12,1,1.1868e-06,-7.7896e-23,0.08105,4.4139e-07,1.1005e-21
2.9045,6.7319,0.40426,1,0.0021569,1.0009,1.5706,1.8568e-10,2.7831,-3.7625e-16,0,2.9045,-0.37546,0.0017964,-1.0842e-19,6,36.428,1,2.9045,6.8952e-09,-3.0812e-09,0,0,0,0.031608,-0.0081331,36.428,0,0.98509,-5.3116e-05,0.0092113,4.574e-20,0.76525,1.9482e-20,0,-8.332e-12,1,1.189e-06,-7.5083e-23,0.080988,4.4105e-07,1.3312e-21
2.897,6.7196,0.40476,1,0.0021569,1.0009,1.5706,2.2576e-10,2.8031,-3.7543e-16,0,2.897,-0.37561,0.0017497,-1.6263e-19,6,36.398,1,2.897,6.8913e-09,-3.2393e-09,0,0,0,0.031688,-0.0078251,36.398,0,0.98625,-6.5698e-05,0.0088678,1.1858e-19,0.76501,1.1435e-20,0,-8.341e-12,1,1.1912e-06,-3.3809e-23,0.080929,4.4073e-07,1.4822e-21
2.8895,6.7073,0.40526,1,0.0021569,1.0009,1.5706,2.6525e-10,2.823,-3.7462e-16,0,2.8895,-0.37585,0.0016935,-2.1684e-19,6,36.369,1,2.8895,6.9245e-09,-3.3704e-09,0,0,0,0.031773,-0.0074382,36.369,0,0.98765,-8.2233e-05,0.0084388,1.9143e-19,0.76476,1.567e-20,1.7347e-18,-8.3501e-12,1,1.1934e-06,2.7763e-23,0.080872,4.4042e-07,1.5983e-21
2.882,6.6951,0.40579,1,0.0021569,1.0009,1.5706,2.5299e-10,2.843,-3.738e-16,0,2.882,-0.3762,0.0016243,-2.4395e-19,6,36.342,1,2.882,6.9292e-09,-3.4905e-09,0,0,0,0.031866,-0.0069383,36.341,0,0.98935,-0.0001074,0.0078886,2.6427e-19,0.76451,1.0588e-20,0,-8.3595e-12,1,1.1955e-06,1.7986e-23,0.080819,4.4013e-07,1.7111e-21
2.8744,6.6829,0.40635,1,0.0021569,1.0009,1.5706,2.3804e-10,2.863,-3.7299e-16,0,2.8744,-0.37672,0.001537,-2.4395e-19,6,36.315,1,2.8744,6.9158e-09,-3.6012e-09,0,0,0,0.03197,-0.0062634,36.315,0,0.99146,-0.0001494,0.0071484,3.1086e-19,0.76425,-5.0822e-21,0,-8.3693e-12,1,1.1977e-06,4.2775e-23,0.08077,4.3987e-07,1.7013e-21
2.8669,6.6708,0.40695,1,0.0021569,1.0009,1.5706,2.1377e-10,2.883,-3.7217e-16,0,2.8669,-0.37749,0.0014226,-2.4395e-19,6,36.291,1,2.8669,6.9407e-09,-3.6971e-09,0,0,0,0.032091,-0.0053098,36.291,0,0.99408,-0.00021926,0.0061003,3.2611e-19,0.76398,-8.8938e-21,0,-8.3795e-12,1,1.1999e-06,7.4474e-23,0.080727,4.3963e-07,1.5768e-21
2.8594,6.6587,0.40759,1,0.0021569,1.001,1.5706,1.7176e-10,2.903,-3.7135e-16,0,2.8594,-0.37863,0.001267,-2.4395e-19,6,36.27,1,2.8594,6.9153e-09,-3.8307e-09,0,0,0,0.032238,-0.0039303,36.269,0,0.99709,-0.00032702,0.00457,3.1425e-19,0.7637,-1.9058e-20,0,-8.3904e-12,1,1.2021e-06,4.2974e-23,0.080692,4.3944e-07,1.3785e-21
2.8518,6.6466,0.40832,1,0.0021569,1.001,1.5706,1.6281e-10,2.923,-3.7054e-16,0,2.8518,-0.38032,0.0010507,-2.1684e-19,6,36.253,1,2.8518,6.8714e-09,-4.0025e-09,0,0,0,0.032423,-0.0019604,36.252,0,0.99898,-0.00047117,0.0023557,2.7063e-19,0.76338,-3.1764e-20,0,-8.4022e-12,1,1.2044e-06,7.6625e-23,0.08067,4.3932e-07,1.0471e-21
2.8442,6.6346,0.40859,1,0.0021569,1.0039,1.5706,2.7844e-10,2.943,-3.6972e-16,0,2.8442,-0.38279,0.00075237,-2.1684e-19,6,36.241,1,2.8442,6.8177e-09,-4.1765e-09,0,0,0,0.032664,0.00070273,36.24,0,0.99902,-0.00062665,-0.00068118,2.2044e-19,0.76299,-2.8111e-20,0,-8.4154e-12,1,1.2084e-06,1.5145e-22,0.080664,4.3929e-07,6.5645e-22
2.8365,6.6227,0.40842,1,0.0021569,1.0041,1.5706,3.4579e-10,2.963,-3.689e-16,0,2.8365,-0.38622,0.00036733,-1.8974e-19,6,36.236,1,2.8365,6.7431e-09,-4.3882e-09,0,0,0,0.032974,0.0039506,36.235,0,0.98961,-0.00072968,-0.004446,1.8296e-19,0.76253,-3.8222e-20,0,-8.4305e-12,1,1.2143e-06,1.9881e-22,0.08068,4.3938e-07,2.2991e-22
2.8287,6.6107,0.40826,1,0.0021569,1.0049,1.5706,6.3207e-10,2.9831,-3.6808e-16,0,2.8287,-0.39059,-7.1029e-05,-1.8974e-19,6,36.24,1,2.8287,6.6303e-09,-4.6407e-09,0,0,0,0.033358,0.0071856,36.238,0,0.97089,-0.00059549,-0.0083024,1.3214e-19,0.76202,-6.0563e-20,1.7347e-18,-8.4481e-12,1,1.2209e-06,3.7523e-22,0.080719,4.3959e-07,-3.8342e-22
2.8207,6.5988,0.40155,1,0.0021569,1.0379,1.5706,1.9843e-09,3.0033,-3.6726e-16,0,2.8207,-0.39549,-0.000484,-2.1684e-19,6,36.251,1,2.8207,6.6355e-09,-4.8052e-09,0,0,0,0.033782,0.0092332,36.25,0,0.95662,-0.00029429,-0.010757,7.6233e-20,0.76148,-4.2775e-20,0,-8.4685e-12,1,1.2482e-06,6.5825e-22,0.080777,4.399e-07,-1.0264e-21
0.85468,5.4335,0.23617,1,0.0021569,1.0014,1.4718,-4.4189e-10,9.217,0.5,0,0.85468,-0.32141,-0.00019173,0,5,33.563,1,0.85468,4.6971e-09,9.9831e-10,0,0,0,0.042107,-0.0011807,-33.563,0,0.99944,1.1956e-05,0.0013972,-1.1435e-20,0.68544,3.1764e-22,0,-1.1918e-11,1,4.5312e-06,8.9023e-24,0.075566,-3.9676e-07,2.4354e-20
0.8387,5.4192,0.23682,1,0.0021569,1.0014,1.4739,-4.6975e-10,9.2667,0.5,0,0.8387,-0.32136,-0.00018261,0,5,33.55,1,0.8387,4.9995e-09,1.0591e-09,0,0,0,0.042225,-0.0010476,-33.55,0,0.99956,1.7345e-05,0.00127,-1.2282e-20,0.68493,4.2352e-22,0,-1.1948e-11,1,4.5442e-06,8.1801e-24,0.075546,-3.9666e-07,3.4352e-20
0.82272,5.4051,0.23748,1,0.0021569,1.0014,1.4759,-4.6746e-10,9.3165,0.5,0,0.82272,-0.32138,-0.00017237,0,5,33.538,1,0.82272,5.3717e-09,1.0524e-09,0,0,0,0.042352,-0.0008309,-33.538,0,0.99962,3.466e-05,0.0010501,-1.2917e-20,0.68442,6.8821e-22,0,-1.1978e-11,1,4.5572e-06,5.062e-24,0.075528,-3.9656e-07,5.294e-20
0.80674,5.3909,0.23815,1,0.0021569,1.0014,1.4779,-5.9869e-10,9.3662,0.5,0,0.80674,-0.32153,-0.00016117,0,5,33.527,1,0.80674,6.0808e-09,1.0711e-09,0,0,0,0.042497,-0.00043617,-33.526,0,0.99973,7.191e-05,0.00062817,-1.3764e-20,0.6839,8.338e-22,0,-1.2009e-11,1,4.5702e-06,-9.124e-25,0.075513,-3.9649e-07,9.2087e-20
0.79074,5.3768,0.23887,1,0.0021569,1.0014,1.48,-6.174e-10,9.4159,0.5,0,0.79074,-0.32193,-0.00014242,0,5,33.517,1,0.79074,6.5597e-09,1.0829e-09,0,0,0,0.042673,0.0002768,-33.517,0,0.99972,0.00014972,-0.00019608,-1.4929e-20,0.68337,7.4115e-22,0,-1.2041e-11,1,4.5831e-06,-5.3209e-24,0.075506,-3.9645e-07,1.7467e-19
0.77472,5.3628,0.23969,1,0.0021569,1.0014,1.482,-7.5705e-10,9.4656,0.5,0,0.77472,-0.3227,-0.00012429,0,5,33.511,1,0.77472,6.9956e-09,1.1236e-09,0,0,0,0.042899,0.0012277,-33.51,0,0.99657,0.00017582,-0.0015215,-1.6305e-20,0.68281,5.294e-22,-1.7347e-18,-1.2075e-11,1,4.5961e-06,-1.3805e-24,0.075508,-3.9646e-07,2.9369e-19
0.75865,5.3488,0.2406,1,0.0021569,1.0014,1.484,-7.7226e-10,9.5154,0.5,0,0.75865,-0.32375,-4.9471e-06,0,5,33.508,1,0.75865,7.1007e-09,1.2171e-09,0,0,0,0.043162,0.0019227,-33.507,0,0.99177,8.1884e-05,-0.0025706,-1.8211e-20,0.68224,3.1764e-22,0,-1.2111e-11,1,4.6091e-06,8.8736e-24,0.07552,-3.9652e-07,3.8337e-19
